fecha,hora,cliente,tipo,monto
2025-06-06,17:01,Juan,transferencia,25061.95
2025-06-06,18:18,Cecilia,ingreso,71189.66
2025-06-06,9:14,Juan,transferencia,52492.58
2025-06-06,12:20,Pablo,transferencia,10273.45
2025-06-06,13:14,Laura,ingreso,45417.83
2025-06-06,17:49,Jose,transferencia,67175.89
2025-06-06,14:48,Juan,ingreso,94542.21
2025-06-06,13:43,Ana,ingreso,79005.55
2025-06-06,12:09,Cecilia,ingreso,92411.79
2025-06-06,18:01,Pablo,inversion,95948.21
2025-06-06,13:36,Laura,ingreso,92411.12
2025-06-06,15:47,Pablo,egreso,84242.81
2025-06-06,13:46,Cecilia,ingreso,96513.16
2025-06-06,14:22,Ana,inversion,24871.33
2025-06-06,16:46,Jose,transferencia,98685.47
2025-06-06,8:23,Pablo,ingreso,1460.26
2025-06-06,12:43,Laura,ingreso,62537.28
2025-06-06,10:53,Juan,inversion,1722.33
2025-06-06,10:53,Laura,egreso,97111.09
2025-06-06,16:52,Ana,egreso,47671.16
2025-06-06,13:42,Pablo,inversion,22730.35
2025-06-06,18:42,Pablo,transferencia,10407.02
2025-06-06,18:44,Ana,ingreso,20008.68
2025-06-06,10:53,Laura,egreso,95739.63
2025-06-06,14:28,Ana,egreso,71744.26
2025-06-06,17:11,Ana,transferencia,41256.36
2025-06-06,9:56,Pablo,inversion,22857.25
2025-06-06,12:08,Ana,transferencia,33395.8
2025-06-06,11:41,Jose,ingreso,56720.33
2025-06-06,8:40,Jose,inversion,49548.59
2025-06-06,10:41,Laura,transferencia,24853.8
2025-06-06,14:48,Ana,egreso,93161.74
2025-06-06,16:11,Ana,ingreso,8321.7
2025-06-06,10:21,Pablo,ingreso,69358.43
2025-06-06,8:58,Cecilia,ingreso,74321.27
2025-06-06,13:04,Cecilia,inversion,51478.9
2025-06-06,9:21,Ana,ingreso,66357.28
2025-06-06,13:32,Laura,ingreso,41409.73
2025-06-06,10:21,Juan,egreso,7059.83
2025-06-06,13:21,Juan,transferencia,54213.21
2025-06-06,9:22,Ana,egreso,57519.14
2025-06-06,14:51,Juan,ingreso,52457.66
2025-06-06,10:32,Laura,egreso,27783.97
2025-06-06,14:36,Pablo,ingreso,3063.6
2025-06-06,15:41,Laura,transferencia,91027.39
2025-06-06,11:15,Juan,egreso,44645.73
2025-06-06,8:00,Cecilia,inversion,59395.66
2025-06-06,12:47,Laura,inversion,86923.41
2025-06-06,14:24,Pablo,inversion,84559.87
2025-06-06,10:31,Juan,transferencia,7428.73
2025-06-06,13:14,Pablo,transferencia,84498.61
2025-06-06,17:40,Juan,egreso,22502.29
2025-06-06,14:08,Juan,transferencia,41306.32
2025-06-06,8:14,Laura,transferencia,36334.99
2025-06-06,15:47,Pablo,egreso,98751.9
2025-06-06,14:51,Jose,ingreso,4840.89
2025-06-06,13:14,Laura,egreso,44457.8
2025-06-06,14:12,Jose,egreso,23319.68
2025-06-06,12:13,Juan,inversion,73689.54
2025-06-06,10:38,Cecilia,egreso,42267.95
2025-06-06,9:02,Laura,ingreso,69264.95
2025-06-06,8:45,Jose,egreso,50902.58
2025-06-06,12:10,Laura,ingreso,44269.7
2025-06-06,11:25,Cecilia,transferencia,6274.76
2025-06-06,18:45,Jose,inversion,41124.68
2025-06-06,18:14,Laura,ingreso,98158.74
2025-06-06,14:37,Jose,transferencia,70434.0
2025-06-06,10:30,Jose,transferencia,10261.25
2025-06-06,12:32,Cecilia,ingreso,87577.68
2025-06-06,8:51,Ana,egreso,92012.08
2025-06-06,13:28,Juan,ingreso,29913.77
2025-06-06,13:33,Cecilia,inversion,86966.5
2025-06-06,17:56,Cecilia,inversion,64845.56
2025-06-06,9:15,Juan,egreso,14511.96
2025-06-06,14:22,Jose,transferencia,86239.43
2025-06-06,11:18,Laura,ingreso,1928.07
2025-06-06,18:34,Laura,ingreso,4769.18
2025-06-06,9:14,Cecilia,transferencia,92693.44
2025-06-06,12:37,Pablo,transferencia,21325.56
2025-06-06,9:43,Pablo,egreso,55319.85
2025-06-06,13:08,Pablo,inversion,15865.83
2025-06-06,18:48,Juan,transferencia,48190.57
2025-06-06,15:12,Laura,egreso,59872.69
2025-06-06,8:02,Juan,inversion,77017.66
2025-06-06,14:09,Ana,ingreso,65639.17
2025-06-06,17:23,Juan,transferencia,58375.39
2025-06-06,16:06,Ana,inversion,65883.11
2025-06-06,11:28,Jose,ingreso,32592.48
2025-06-06,14:31,Laura,ingreso,67166.04
2025-06-06,10:14,Juan,ingreso,44997.45
2025-06-06,9:19,Pablo,transferencia,9991.85
2025-06-06,17:34,Cecilia,transferencia,53175.58
2025-06-06,13:35,Laura,ingreso,46969.89
2025-06-06,12:38,Pablo,transferencia,88459.68
2025-06-06,13:12,Juan,ingreso,79929.01
2025-06-06,9:12,Laura,transferencia,63370.94
2025-06-06,15:07,Cecilia,ingreso,55357.41
2025-06-06,11:25,Juan,inversion,96759.55
2025-06-06,17:53,Cecilia,egreso,83639.54
2025-06-06,10:02,Juan,egreso,30682.08
