fecha,hora,cliente,tipo,monto
2025-06-01,14:02,Laura,ingreso,70416.72
2025-06-01,8:43,Cecilia,ingreso,47809.11
2025-06-01,13:43,Pablo,egreso,68917.42
2025-06-01,15:57,Laura,inversion,18956.51
2025-06-01,14:56,Juan,transferencia,40447.25
2025-06-01,11:40,Juan,egreso,92395.73
2025-06-01,16:58,Pablo,ingreso,47412.04
2025-06-01,12:28,Jose,transferencia,74069.33
2025-06-01,16:32,Jose,transferencia,3184.34
2025-06-01,18:11,Juan,inversion,77842.59
2025-06-01,8:12,Ana,ingreso,24323.9
2025-06-01,16:52,Laura,egreso,24888.35
2025-06-01,10:18,Ana,transferencia,52422.52
2025-06-01,10:18,Juan,inversion,47845.11
2025-06-01,17:46,Ana,transferencia,21733.07
2025-06-01,11:59,Jose,egreso,94190.63
2025-06-01,13:01,Juan,inversion,87988.91
2025-06-01,16:11,Juan,ingreso,53885.92
2025-06-01,11:54,Laura,ingreso,28556.66
2025-06-01,9:29,Cecilia,ingreso,99574.27
2025-06-01,8:46,Cecilia,egreso,25498.12
2025-06-01,18:45,Pablo,egreso,86260.92
2025-06-01,11:48,Jose,inversion,37498.47
2025-06-01,12:11,Laura,inversion,36681.09
2025-06-01,15:31,Cecilia,egreso,59638.28
2025-06-01,18:56,Juan,transferencia,41216.69
2025-06-01,14:37,Cecilia,ingreso,12772.2
2025-06-01,8:05,Cecilia,ingreso,75836.19
2025-06-01,9:48,Ana,transferencia,78674.65
2025-06-01,13:34,Cecilia,inversion,20041.33
2025-06-01,11:59,Laura,egreso,45218.52
2025-06-01,10:54,Juan,ingreso,2705.18
2025-06-01,18:05,Juan,ingreso,43184.93
2025-06-01,11:11,Pablo,ingreso,62837.06
2025-06-01,14:15,Ana,egreso,9892.63
2025-06-01,15:05,Laura,transferencia,60660.2
2025-06-01,14:29,Jose,egreso,41915.28
2025-06-01,14:52,Juan,transferencia,30986.26
2025-06-01,13:11,Juan,ingreso,23807.69
2025-06-01,10:47,Pablo,ingreso,86492.48
2025-06-01,15:53,Laura,transferencia,32034.8
2025-06-01,15:13,Laura,transferencia,59100.0
2025-06-01,18:22,Juan,inversion,11278.15
2025-06-01,16:40,Ana,inversion,14260.09
2025-06-01,13:48,Pablo,egreso,64435.85
2025-06-01,8:41,Laura,ingreso,68553.22
2025-06-01,15:14,Cecilia,ingreso,65153.39
2025-06-01,10:12,Jose,egreso,35788.19
2025-06-01,16:31,Laura,egreso,94146.88
2025-06-01,15:47,Cecilia,inversion,84214.08
2025-06-01,8:42,Ana,transferencia,30037.05
2025-06-01,9:27,Juan,inversion,56745.45
2025-06-01,18:50,Jose,ingreso,79959.72
2025-06-01,13:21,Juan,ingreso,22817.72
2025-06-01,14:08,Pablo,egreso,91015.61
2025-06-01,13:12,Juan,transferencia,85996.71
2025-06-01,18:34,Jose,egreso,81263.71
2025-06-01,13:15,Juan,ingreso,69002.83
2025-06-01,18:21,Juan,ingreso,62447.94
2025-06-01,10:16,Juan,inversion,9108.12
2025-06-01,11:43,Ana,ingreso,90236.34
2025-06-01,13:42,Ana,inversion,51159.39
2025-06-01,18:28,Laura,egreso,1968.56
2025-06-01,12:14,Laura,ingreso,78934.04
2025-06-01,11:12,Ana,egreso,5267.95
2025-06-01,15:58,Cecilia,transferencia,95878.3
2025-06-01,10:08,Jose,inversion,88895.33
2025-06-01,10:02,Juan,egreso,60144.64
2025-06-01,9:23,Juan,inversion,98987.83
2025-06-01,9:36,Laura,egreso,59296.21
2025-06-01,11:22,Ana,ingreso,99501.67
2025-06-01,12:57,Ana,ingreso,17188.97
2025-06-01,13:37,Pablo,transferencia,19378.4
2025-06-01,8:49,Juan,inversion,10441.7
2025-06-01,15:59,Ana,ingreso,90603.07
2025-06-01,17:23,Ana,egreso,21759.26
2025-06-01,8:22,Pablo,ingreso,44449.9
2025-06-01,17:08,Jose,inversion,33312.04
2025-06-01,13:02,Pablo,inversion,46088.15
2025-06-01,8:05,Ana,inversion,99809.94
2025-06-01,14:39,Juan,transferencia,70510.05
2025-06-01,14:47,Pablo,ingreso,46952.24
2025-06-01,15:56,Ana,inversion,94707.28
2025-06-01,11:41,Juan,egreso,73109.03
2025-06-01,16:43,Pablo,ingreso,31685.77
2025-06-01,11:31,Laura,inversion,62785.49
2025-06-01,13:10,Jose,transferencia,22026.45
2025-06-01,13:07,Pablo,ingreso,52639.81
2025-06-01,11:29,Ana,ingreso,15459.06
2025-06-01,11:52,Jose,ingreso,91841.69
2025-06-01,12:33,Jose,ingreso,98209.12
2025-06-01,8:42,Ana,ingreso,15855.55
2025-06-01,15:15,Cecilia,ingreso,98572.72
2025-06-01,17:20,Ana,transferencia,32397.19
2025-06-01,10:35,Pablo,transferencia,77609.89
2025-06-01,8:18,Jose,transferencia,81232.2
2025-06-01,18:47,Cecilia,ingreso,88537.84
2025-06-01,14:50,Laura,transferencia,36070.88
2025-06-01,10:36,Juan,egreso,65322.54
2025-06-01,12:30,Jose,egreso,26077.87
