fecha,hora,cliente,tipo,monto
2025-06-07,13:40,Laura,transferencia,3370.56
2025-06-07,12:33,Laura,ingreso,61921.93
2025-06-07,12:34,Jose,inversion,93215.01
2025-06-07,8:52,Laura,ingreso,79895.12
2025-06-07,12:34,Ana,ingreso,67987.26
2025-06-07,14:10,Juan,ingreso,47110.65
2025-06-07,11:09,Cecilia,egreso,47252.87
2025-06-07,13:05,Cecilia,egreso,14226.49
2025-06-07,13:50,Jose,egreso,89061.38
2025-06-07,11:11,Pablo,ingreso,35883.03
2025-06-07,13:32,Juan,transferencia,18939.39
2025-06-07,15:18,Jose,inversion,82156.74
2025-06-07,12:22,Jose,egreso,12616.68
2025-06-07,15:38,Ana,ingreso,53106.53
2025-06-07,9:21,Juan,ingreso,70770.95
2025-06-07,10:52,Laura,egreso,10752.31
2025-06-07,14:31,Cecilia,ingreso,19855.17
2025-06-07,15:28,Juan,ingreso,95574.89
2025-06-07,11:31,Laura,egreso,83250.27
2025-06-07,9:20,Ana,inversion,19998.68
2025-06-07,16:46,Jose,transferencia,32476.04
2025-06-07,14:55,Ana,egreso,40157.02
2025-06-07,8:59,Juan,ingreso,64021.52
2025-06-07,12:21,Pablo,transferencia,69057.01
2025-06-07,15:19,Laura,egreso,85440.81
2025-06-07,11:20,Cecilia,ingreso,45957.3
2025-06-07,12:41,Ana,egreso,86573.26
2025-06-07,8:40,Jose,egreso,19756.39
2025-06-07,12:55,Ana,transferencia,9227.83
2025-06-07,16:33,Juan,inversion,75039.08
2025-06-07,9:16,Juan,transferencia,97284.43
2025-06-07,9:42,Cecilia,ingreso,56613.02
2025-06-07,12:58,Pablo,inversion,66530.3
2025-06-07,12:44,Laura,ingreso,92425.16
2025-06-07,16:15,Jose,egreso,5450.17
2025-06-07,10:41,Pablo,transferencia,99530.13
2025-06-07,14:21,Cecilia,ingreso,44172.03
2025-06-07,13:43,Laura,transferencia,36156.8
2025-06-07,18:49,Ana,ingreso,73004.59
2025-06-07,9:08,Pablo,ingreso,94351.88
2025-06-07,12:02,Juan,transferencia,98149.38
2025-06-07,14:58,Jose,transferencia,23773.97
2025-06-07,15:10,Juan,ingreso,96717.05
2025-06-07,9:11,Pablo,ingreso,69005.55
2025-06-07,16:42,Pablo,ingreso,48368.09
2025-06-07,14:14,Cecilia,egreso,85729.58
2025-06-07,18:03,Pablo,egreso,31423.32
2025-06-07,11:12,Laura,transferencia,80760.25
2025-06-07,9:39,Jose,transferencia,20723.83
2025-06-07,14:13,Pablo,egreso,51476.24
2025-06-07,16:36,Cecilia,ingreso,77225.78
2025-06-07,8:01,Laura,egreso,87913.25
2025-06-07,15:26,Cecilia,transferencia,1938.48
2025-06-07,11:45,Laura,egreso,91908.88
2025-06-07,11:35,Pablo,ingreso,13276.01
2025-06-07,17:11,Laura,transferencia,56377.38
2025-06-07,18:52,Juan,ingreso,77339.98
2025-06-07,13:30,Cecilia,egreso,63111.1
2025-06-07,11:20,Pablo,egreso,70966.41
2025-06-07,16:01,Cecilia,transferencia,71176.36
2025-06-07,18:46,Juan,ingreso,65352.25
2025-06-07,12:32,Laura,transferencia,58257.18
2025-06-07,17:37,Ana,inversion,60208.29
2025-06-07,10:44,Cecilia,inversion,2106.19
2025-06-07,10:12,Cecilia,inversion,52394.21
2025-06-07,14:39,Juan,transferencia,49423.34
2025-06-07,11:23,Ana,inversion,7686.6
2025-06-07,11:22,Jose,ingreso,1234.44
2025-06-07,12:09,Ana,transferencia,73860.23
2025-06-07,14:18,Laura,ingreso,68958.6
2025-06-07,13:34,Juan,transferencia,55390.73
2025-06-07,15:28,Jose,egreso,27633.23
2025-06-07,12:12,Laura,egreso,34384.87
2025-06-07,14:23,Ana,inversion,23985.92
2025-06-07,12:18,Jose,ingreso,19533.75
2025-06-07,15:04,Jose,inversion,77762.9
2025-06-07,10:33,Pablo,ingreso,51284.77
2025-06-07,14:08,Jose,egreso,20171.52
2025-06-07,17:31,Laura,egreso,73038.46
2025-06-07,15:10,Ana,ingreso,97612.5
2025-06-07,10:20,Ana,inversion,65572.71
2025-06-07,9:26,Juan,egreso,97454.86
2025-06-07,15:47,Cecilia,transferencia,4767.17
2025-06-07,16:30,Ana,ingreso,88289.54
2025-06-07,10:19,Juan,ingreso,46474.04
2025-06-07,10:13,Pablo,inversion,85388.04
2025-06-07,17:29,Jose,egreso,58558.32
2025-06-07,13:55,Juan,egreso,10702.18
2025-06-07,13:19,Laura,transferencia,83398.2
2025-06-07,17:41,Ana,transferencia,33009.4
2025-06-07,11:26,Juan,egreso,75612.67
2025-06-07,12:28,Laura,transferencia,65688.14
2025-06-07,13:07,Pablo,inversion,27579.67
2025-06-07,15:38,Juan,inversion,5600.61
2025-06-07,15:45,Ana,ingreso,84097.8
2025-06-07,13:26,Juan,transferencia,82452.85
2025-06-07,14:22,Cecilia,inversion,19371.48
2025-06-07,13:36,Jose,inversion,52145.38
2025-06-07,8:43,Pablo,inversion,50383.68
2025-06-07,11:56,Jose,transferencia,22643.9
